date,code,open,high,low,close,volume,amount,turn,pctChg,adjustflag
2016-07-22,sh.600519,253.4852964000,255.3485632000,249.0134560800,249.4509187200,2887145,893047920.0000,0.229832,-2.054800,2
2016-07-25,sh.600519,249.1916816000,254.5303460400,248.7056120000,252.1567061600,2362353,736751808.0000,0.188056,1.084700,2
2016-07-26,sh.600519,250.3339451600,258.8320620000,249.9207860000,258.4594086400,3555567,1121135552.0000,0.283042,2.499500,2
2016-07-27,sh.600519,259.1156026000,259.7231896000,249.7587628000,254.3845251600,3922806,1235833184.0000,0.312276,-1.576600,2
2016-07-28,sh.600519,252.7561920000,258.6700388000,252.3511340000,256.0371618000,3964399,1254912048.0000,0.315587,0.649700,2
2016-07-29,sh.600519,255.2513492800,258.3297900800,253.5663080000,253.6878254000,2900737,913987184.0000,0.230914,-0.917600,2
2016-08-01,sh.600519,253.5663080000,254.3359182000,247.0853800000,248.6732073600,3170185,980681840.0000,0.252364,-1.976700,2
2016-08-02,sh.600519,248.9081410000,251.5410180000,245.3436306000,248.0656203600,2654142,812078464.0000,0.211284,-0.244300,2
2016-08-03,sh.600519,248.7056120000,249.4347164000,246.3967814000,248.5597911200,2403907,735080448.0000,0.191364,0.199200,2
2016-08-04,sh.600519,248.5840946000,249.7830662800,246.4534895200,248.1385308000,2179364,666165440.0000,0.173489,-0.169500,2
2016-08-05,sh.600519,248.2924528400,249.8154709200,247.1096834800,247.8387878800,2030848,622324416.0000,0.161666,-0.120800,2
2016-08-08,sh.600519,248.0170134000,249.7587628000,245.5137549600,249.5967396000,2200740,672724160.0000,0.175191,0.709300,2
2016-08-09,sh.600519,249.6534477200,257.3495497200,248.2357447200,255.7941270000,3928967,1230571984.0000,0.312767,2.483000,2
2016-08-10,sh.600519,255.2270458000,256.4017140000,253.8336462800,254.2225019600,2094471,659451040.0000,0.166731,-0.614400,2
2016-08-11,sh.600519,254.6842680800,260.5090021200,254.3845251600,256.6204453200,3193972,1016399248.0000,0.254257,0.943200,2
2016-08-12,sh.600519,257.1308184000,257.1308184000,254.3845251600,256.7824685200,2335283,737487488.0000,0.185901,0.063100,2
2016-08-15,sh.600519,255.8346328000,260.6062160400,254.4979414000,258.2487784800,3411013,1084418384.0000,0.271535,0.571000,2
2016-08-16,sh.600519,260.8573520000,261.2462076800,249.5157280000,250.7471043200,8837869,2755749504.0000,0.703541,-2.904800,2
2016-08-17,sh.600519,250.8119136000,251.9217725200,248.3005540000,249.6453465600,4375406,1347397792.0000,0.348305,-0.439400,2
2016-08-18,sh.600519,249.4752222000,250.8524194000,247.1906950800,248.2438458800,3100599,951674784.0000,0.246824,-0.561400,2
2016-08-19,sh.600519,247.7334728000,249.0701642000,246.9233568000,248.2843516800,1914091,585467696.0000,0.152372,0.016300,2
2016-08-22,sh.600519,248.0008110800,250.7957112800,247.8954960000,248.9648491200,2081270,640455200.0000,0.165680,0.274100,2
2016-08-23,sh.600519,248.9729502800,250.3582486400,247.7334728000,248.6083980800,1991426,612752800.0000,0.158528,-0.143200,2
2016-08-24,sh.600519,248.7218143200,249.1025688400,246.1375442800,247.3122124800,2277942,695005296.0000,0.181336,-0.521400,2
2016-08-25,sh.600519,247.2474032000,247.3932240800,243.0915081200,245.4732491600,2536258,766099104.0000,0.201900,-0.743600,2
2016-08-26,sh.600519,245.5785642400,246.7208278000,243.3588464000,244.2094682000,2143645,648346752.0000,0.170645,-0.514800,2
2016-08-29,sh.600519,249.5157280000,250.1638208000,247.2474032000,249.1349734800,3805557,1169052448.0000,0.302942,2.016900,2
2016-08-30,sh.600519,248.7056120000,249.9207860000,246.8180417200,247.7820797600,2117052,649198656.0000,0.168529,-0.543000,2
2016-08-31,sh.600519,248.4625772000,251.7516481600,247.5228426400,251.2898820400,4040144,1250762224.0000,0.321617,1.415700,2
2016-09-01,sh.600519,250.8929252000,252.7561920000,249.7182570000,250.0909103600,1718597,532785264.0000,0.136809,-0.477100,2
2016-09-02,sh.600519,249.5157280000,250.6903962000,246.9881660800,247.7172704800,1857224,570909568.0000,0.147845,-0.949100,2
2016-09-05,sh.600519,248.0575192000,250.3258440000,247.7415739600,249.9207860000,1913870,589626256.0000,0.152354,0.889529,2
2016-09-06,sh.600519,249.9207860000,251.4276017600,249.7992686000,251.0873530400,2062583,638681584.0000,0.164193,0.466776,2
2016-09-07,sh.600519,250.8767228800,250.8767228800,247.4904380000,248.3815656000,2964515,908976240.0000,0.235991,-1.077627,2
2016-09-08,sh.600519,247.2555043600,248.3005540000,246.6074115600,247.7496751200,1670578,509979664.0000,0.132987,-0.254403,2
2016-09-09,sh.600519,248.4220714000,248.5921957600,246.2752640000,246.7856370800,1622251,494663728.0000,0.129140,-0.389119,2
2016-09-12,sh.600519,244.6550320000,246.2752640000,241.2282413200,241.4631749600,3823881,1148690128.0000,0.304401,-2.156717,2
2016-09-13,sh.600519,242.9942942000,243.8206125200,242.4677188000,243.3831498800,1625588,488095088.0000,0.129405,0.795140,2
2016-09-14,sh.600519,243.1158116000,244.8170552000,241.4226691600,242.6864501200,1852765,556106064.0000,0.147490,-0.286251,2
2016-09-19,sh.600519,243.0753058000,244.3066821200,242.9375860800,243.1401150800,1285210,385804384.0000,0.102310,0.186934,2
2016-09-20,sh.600519,243.6666904800,243.6828928000,238.1741040000,238.9518153600,3489260,1031649952.0000,0.277764,-1.722591,2
2016-09-21,sh.600519,239.0328269600,239.3001652400,234.2126367600,238.2146098000,3903723,1139374176.0000,0.310757,-0.308518,2
2016-09-22,sh.600519,238.4171388000,243.0185976800,238.1822051600,240.5882496800,2960617,879666032.0000,0.235681,0.996437,2
2016-09-23,sh.600519,240.6206543200,242.1841782000,239.3082664000,241.1553308800,1267190,376554080.0000,0.100875,0.235700,2
2016-09-26,sh.600519,240.6044520000,240.6125531600,233.7589718000,233.9047926800,3717608,1080278320.0000,0.295941,-3.006578,2
2016-09-27,sh.600519,234.0263100800,236.5376696800,233.9290961600,235.8814757200,1791582,520513712.0000,0.142619,0.845081,2
2016-09-28,sh.600519,236.3837476400,236.3837476400,232.9569569600,233.6455555600,2236001,648736320.0000,0.177998,-0.947903,2
2016-09-29,sh.600519,233.1918906000,237.3639880000,233.1918906000,235.7275536800,2370569,688873472.0000,0.188710,0.891095,2
2016-09-30,sh.600519,234.9336400000,242.7350570800,234.9336400000,241.3416575600,2960350,880477808.0000,0.235660,2.381604,2
2016-10-10,sh.600519,241.8277271600,246.1618477600,241.8277271600,245.4327433600,2110362,637178864.0000,0.167996,1.695139,2
2016-10-11,sh.600519,246.2752640000,250.3258440000,245.4651480000,250.2610347200,4173675,1279755344.0000,0.332247,1.967264,2
2016-10-12,sh.600519,249.9207860000,249.9207860000,247.0043684000,247.7496751200,1928602,590793824.0000,0.153527,-1.003498,2
2016-10-13,sh.600519,248.5435888000,248.6570050400,245.8783071600,246.1861512400,1614398,491591616.0000,0.128515,-0.631088,2
2016-10-14,sh.600519,245.8459025200,247.8954960000,245.6271712000,247.5714496000,1269092,386317904.0000,0.101026,0.562701,2
2016-10-17,sh.600519,247.4499322000,247.4904380000,244.2499740000,245.0195842000,1895703,574503344.0000,0.150908,-1.030757,2
2016-10-18,sh.600519,245.0600900000,249.9207860000,244.6550320000,248.8352305600,3038931,932443504.0000,0.241915,1.557279,2
2016-10-19,sh.600519,249.9207860000,250.1233150000,247.1663916000,248.2600482000,1412328,433658688.0000,0.112429,-0.231147,2
2016-10-20,sh.600519,249.0215572400,249.0215572400,246.9233568000,247.4742356800,1407992,429896208.0000,0.112084,-0.316528,2
2016-10-21,sh.600519,247.1501892800,247.4742356800,245.1330004400,246.4291860400,1148332,349209696.0000,0.091413,-0.422289,2
2016-10-24,sh.600519,245.1411016000,248.7056120000,245.1411016000,248.6489038800,2624652,802002336.0000,0.208936,0.900750,2
2016-10-25,sh.600519,249.0215572400,253.5663080000,249.0215572400,253.5177010400,4376239,1363211040.0000,0.348372,1.958104,2
2016-10-26,sh.600519,253.5663080000,257.8680239600,252.4726514000,254.1171868800,4681307,1475976848.0000,0.372657,0.236464,2
2016-10-27,sh.600519,253.5582068400,257.7951135200,251.9541771600,256.7014569200,3295162,1039017328.0000,0.262312,1.016961,2
2016-10-28,sh.600519,257.2118300000,257.9652378800,254.3764240000,256.8472778000,2013733,637478016.0000,0.160304,0.056803,2
2016-10-31,sh.600519,258.4270040000,261.5054448000,256.6447488000,257.5763822000,4359610,1394967920.0000,0.347048,0.283875,2
2016-11-01,sh.600519,257.5763822000,258.4270040000,255.6321038000,256.5475348800,1951239,617880128.0000,0.155329,-0.399440,2
2016-11-02,sh.600519,256.0695664400,256.9363905600,254.1171868800,255.3323608800,2063642,650629056.0000,0.164277,-0.473664,2
2016-11-03,sh.600519,255.1865400000,256.3693093600,254.4979414000,255.8832397600,1869081,589861360.0000,0.148789,0.215747,2
2016-11-04,sh.600519,255.9885548400,257.8194170000,254.3602216800,255.0407191200,2061927,650490000.0000,0.164140,-0.329253,2
2016-11-07,sh.600519,255.1865400000,256.8067720000,253.7283312000,255.4538782800,1604780,505304912.0000,0.127749,0.161991,2
2016-11-08,sh.600519,256.4017140000,261.0031728800,255.7374188800,259.2371200000,3419383,1093003616.0000,0.272201,1.480993,2
2016-11-09,sh.600519,259.2371200000,260.8330485200,254.2144008000,256.6528499600,3000449,951077200.0000,0.238852,-0.996876,2
2016-11-10,sh.600519,258.5080156000,260.0472360000,257.3981566800,258.5323190800,1780496,568571584.0000,0.141737,0.732302,2
2016-11-11,sh.600519,257.6087868400,257.8599228000,255.0245168000,255.2513492800,3590265,1133744320.0000,0.285804,-1.269081,2
2016-11-14,sh.600519,255.6321038000,255.8913409200,251.1278588400,251.9379748400,3992049,1246340880.0000,0.317788,-1.298082,2
2016-11-15,sh.600519,251.1602634800,255.7131154000,251.1602634800,254.3845251600,2447055,766112496.0000,0.194799,0.971099,2
2016-11-16,sh.600519,254.2225019600,255.5105864000,252.7561920000,253.6878254000,1339981,419672480.0000,0.106670,-0.273882,2
2016-11-17,sh.600519,252.8210012800,253.5663080000,251.5653214800,251.9784806400,1833776,570642080.0000,0.145978,-0.673794,2
2016-11-18,sh.600519,252.0756945600,252.5941688000,251.0387460800,251.1359600000,1937769,601883504.0000,0.154257,-0.334365,2
2016-11-21,sh.600519,251.9622783200,252.4807525600,249.8154709200,250.7309020000,2608384,807014528.0000,0.207641,-0.161290,2
2016-11-22,sh.600519,251.3789948000,251.5005122000,249.8154709200,250.2205289200,2642427,816561744.0000,0.210351,-0.203556,2
2016-11-23,sh.600519,251.9460760000,253.5663080000,250.4149567600,253.5258022000,3401504,1058266304.0000,0.270778,1.320950,2
2016-11-24,sh.600519,253.7283312000,256.8067720000,252.2863247200,256.7500638800,3907870,1227937712.0000,0.311087,1.271762,2
2016-11-25,sh.600519,256.8391766400,257.6168880000,253.9065567200,256.7176592400,2236967,706042464.0000,0.178074,-0.012614,2
2016-11-28,sh.600519,257.2523358000,259.3829408800,256.4827256000,258.8320620000,4925301,1568882896.0000,0.392080,0.823625,2
2016-11-29,sh.600519,259.8042012000,267.7028322000,258.7591515600,262.4451793600,5883062,1911874432.0000,0.468323,1.395929,2
2016-11-30,sh.600519,260.2254615200,261.9105028000,257.9814402000,258.4918132800,2675237,855564592.0000,0.212963,-1.506360,2
2016-12-01,sh.600519,259.2371200000,262.9555524400,258.1677668800,260.0634383200,2794182,896065024.0000,0.222432,0.607999,2
2016-12-02,sh.600519,260.0472360000,261.8294912000,258.4270040000,260.6710253200,3062833,984836864.0000,0.243818,0.233630,2
2016-12-05,sh.600519,258.5890272000,262.9150466400,255.8508351200,255.9399478800,4206081,1342647360.0000,0.334826,-1.814960,2
2016-12-06,sh.600519,256.1829826800,264.5676832800,256.1829826800,264.4380647200,3892309,1251764480.0000,0.309848,3.320362,2
2016-12-07,sh.600519,265.0051459200,266.1231060000,262.4532805200,265.2724842000,2527174,825849248.0000,0.201176,0.315544,2
2016-12-08,sh.600519,265.7261491600,275.4394400000,264.9079320000,273.5842743600,5447578,1825332448.0000,0.433656,3.133296,2
2016-12-09,sh.600519,273.1711152000,274.9695727200,270.5949463200,273.6247801600,3449559,1162079792.0000,0.274603,0.014811,2
2016-12-12,sh.600519,273.5761732000,275.4394400000,263.8547812000,264.7945157600,5033244,1667557008.0000,0.400673,-3.227151,2
2016-12-13,sh.600519,264.7783134400,271.3888600000,263.6927580000,269.7767291600,4178000,1384533792.0000,0.332591,1.881547,2
2016-12-14,sh.600519,269.7686280000,270.6354521200,266.1231060000,269.1772433200,3202902,1062697136.0000,0.254968,-0.222222,2
2016-12-15,sh.600519,269.3311653600,269.7605268400,263.7575672800,265.7585538000,3920275,1285279904.0000,0.312075,-1.270052,2
2016-12-16,sh.600519,264.9079320000,267.2410660800,262.1373352800,265.3777992800,2505126,818412416.0000,0.199421,-0.143271,2
2016-12-19,sh.600519,264.0978160000,270.8784869200,263.7818707600,264.0654113600,3047187,1002365472.0000,0.242572,-0.494534,2
2016-12-20,sh.600519,264.1302206400,264.9079320000,260.7034299600,264.4866716800,3083159,1001345152.0000,0.245436,0.159535,2
2016-12-21,sh.600519,264.8269204000,266.7630976400,262.1211329600,266.2527245600,2471124,807548096.0000,0.196715,0.667726,2
2016-12-22,sh.600519,265.7180480000,266.0907013600,263.1904860800,263.4497232000,1467813,478750704.0000,0.116846,-1.052757,2
2016-12-23,sh.600519,262.1130318000,262.8826420000,258.5323190800,259.2614234800,3109555,1001068080.0000,0.247537,-1.589795,2
2016-12-26,sh.600519,258.4513074800,263.2795988400,256.1586792000,262.8664396800,2600143,835811088.0000,0.206985,1.390499,2
2016-12-27,sh.600519,262.8907431600,266.3661408000,262.0725260000,264.2274345600,2006229,655887936.0000,0.159706,0.517749,2
2016-12-28,sh.600519,264.8998308400,265.7180480000,261.9348062800,262.2507515200,1787811,581648976.0000,0.142319,-0.748100,2
2016-12-29,sh.600519,262.4775840000,265.6127329200,261.6674680000,265.1590679600,2122512,690986080.0000,0.168963,1.108982,2
2016-12-30,sh.600519,264.5919867600,271.6237936400,264.5919867600,270.7002614000,3468767,1152982240.0000,0.276132,2.089761,2
2017-01-03,sh.600519,270.8055764800,273.0090920000,269.6147059600,271.0324089600,2076389,695005296.0000,0.165292,0.122701,2
2017-01-04,sh.600519,271.0810159200,285.2985517200,271.0648136000,285.0879215600,6525738,2245051872.0000,0.519483,5.185918,2
2017-01-05,sh.600519,283.5406000000,284.7152682000,279.8464710400,280.8996218400,4170448,1449077680.0000,0.331990,-1.469129,2
2017-01-06,sh.600519,280.8186102400,291.4635344800,280.3811476000,284.1562881600,6809562,2402546304.0000,0.542077,1.159376,2
2017-01-09,sh.600519,281.7583448000,285.8737340800,280.7375986400,282.3335271600,3540500,1233977968.0000,0.281843,-0.641464,2
2017-01-10,sh.600519,282.2849202000,285.1608320000,280.7862056000,282.7304840000,3172764,1108100800.0000,0.252569,0.140596,2
2017-01-11,sh.600519,281.9203680000,281.9203680000,278.2748460000,279.8545722000,2359851,814074640.0000,0.187857,-1.017188,2
2017-01-12,sh.600519,280.7456998000,281.4342984000,279.0930631600,281.1507578000,1777940,614822048.0000,0.141533,0.463157,2
2017-01-13,sh.600519,281.0940496800,281.4261972400,278.5826900800,279.3847049200,1828248,631734944.0000,0.145538,-0.628149,2
2017-01-16,sh.600519,278.7852190800,279.3279968000,274.4673008000,276.6303105200,3685545,1259384864.0000,0.293389,-0.985877,2
2017-01-17,sh.600519,277.5457416000,284.7557740000,277.0596720000,282.8357990800,3518838,1223967888.0000,0.280118,2.243243,2
2017-01-18,sh.600519,282.6332700800,289.0250853200,281.2803763600,287.6559892800,4600570,1622110976.0000,0.366230,1.704231,2
2017-01-19,sh.600519,287.5911800000,290.4103836800,284.9177972000,287.3643475200,2852392,1011320064.0000,0.227066,-0.101381,2
2017-01-20,sh.600519,287.5101684000,289.5354584000,285.9952514800,287.5830788400,2134417,758416000.0000,0.169911,0.076113,2
2017-01-23,sh.600519,289.1141980800,291.4797368000,283.1031373600,284.5289415200,3258118,1151869296.0000,0.259363,-1.061999,2
2017-01-24,sh.600519,284.5694473200,285.8089248000,280.9077230000,283.7917359600,2691458,939129472.0000,0.214254,-0.259098,2
2017-01-25,sh.600519,283.5243976800,283.5243976800,280.4621592000,281.6206250800,2299036,799259968.0000,0.183015,-0.765035,2
2017-01-26,sh.600519,282.0337842400,282.5684608000,276.4925908000,279.0201527200,3782617,1303262144.0000,0.301116,-0.923393,2
2017-02-03,sh.600519,280.3001360000,282.8763048800,279.4900200000,280.9887346000,2093643,727140784.0000,0.166665,0.705532,2
2017-02-06,sh.600519,282.3173248400,282.6413712400,279.4576153600,280.9887346000,1568079,543401904.0000,0.124827,0.000000,2
2017-02-07,sh.600519,280.9806334400,281.4342984000,277.9832042400,278.3396552800,2051983,707114112.0000,0.163349,-0.942776,2
2017-02-08,sh.600519,278.4854761600,279.8950780000,277.6024497200,278.8500283600,1908854,656786320.0000,0.151955,0.183365,2
2017-02-09,sh.600519,279.4900200000,282.5603596400,279.1740747600,281.6044227600,2332438,808958176.0000,0.185674,0.987767,2
2017-02-10,sh.600519,282.4226399200,283.3947791200,279.4900200000,279.5548292800,2405659,835679328.0000,0.191503,-0.727827,2
2017-02-13,sh.600519,278.6799040000,285.0798204000,276.9948627200,283.3380710000,5358790,1869148352.0000,0.426588,1.353313,2
2017-02-14,sh.600519,283.1679466400,285.6469016000,282.8114956000,283.7107243600,2655868,931733728.0000,0.211421,0.131520,2
2017-02-15,sh.600519,284.7557740000,285.5172830400,281.2722752000,282.3497294800,2625696,917475856.0000,0.209019,-0.479710,2
2017-02-16,sh.600519,282.3254260000,282.4226399200,279.9031791600,281.9932784400,1764230,612607280.0000,0.140442,-0.126245,2
2017-02-17,sh.600519,282.6494724000,287.1375150400,281.5153100000,283.9942649600,2910234,1022647968.0000,0.231670,0.709587,2
2017-02-20,sh.600519,283.8727475600,293.5212291200,283.5487011600,292.6868096400,6185340,2215563600.0000,0.492386,3.060820,2
2017-02-21,sh.600519,293.1647780800,293.6103418800,289.3572328800,290.6210138400,2770577,994112864.0000,0.220553,-0.705809,2
2017-02-22,sh.600519,292.1359307600,296.9237163200,291.6417600000,293.1728792400,3713031,1347469104.0000,0.295577,0.878080,2
2017-02-23,sh.600519,292.4275725200,296.0811956800,291.4473321600,293.0189572000,2332806,844123200.0000,0.185704,-0.052503,2
2017-02-24,sh.600519,293.2619920000,293.9829952400,291.6822658000,293.7642639200,1769278,639123200.0000,0.140844,0.254350,2
2017-02-27,sh.600519,293.6589488400,293.9505906000,289.0493888000,289.3734352000,2540046,912927184.0000,0.202201,-1.494673,2
2017-02-28,sh.600519,289.2114120000,290.9936672000,286.4408152800,287.3157405600,2747351,975788672.0000,0.218704,-0.711089,2
2017-03-01,sh.600519,287.6721916000,290.1835512000,287.5911800000,288.8954667600,2194420,782349008.0000,0.174687,0.549817,2
2017-03-02,sh.600519,288.9764783600,289.2114120000,287.2104254800,289.0655911200,2210362,785560416.0000,0.175957,0.058894,2
2017-03-03,sh.600519,287.5911800000,290.1997535200,287.5911800000,288.8387586400,1415355,505108560.0000,0.112670,-0.078471,2
2017-03-06,sh.600519,289.7460885600,291.2691066400,288.8468598000,290.7992393600,2281884,818625872.0000,0.181650,0.678741,2
2017-03-07,sh.600519,290.0458314800,298.8355900800,290.0458314800,297.4745952000,4628698,1694198544.0000,0.368469,2.295526,2
2017-03-08,sh.600519,297.4583928800,298.5196448400,296.0973980000,297.5394044800,1603770,588667680.0000,0.127669,0.021783,2
2017-03-09,sh.600519,297.3125720000,299.7267176800,296.1460049600,299.6619084000,2340606,860084032.0000,0.186325,0.713351,2
2017-03-10,sh.600519,299.6781107200,305.4137320000,298.4143297600,299.6214026000,4095105,1524343088.0000,0.325992,-0.013514,2
2017-03-13,sh.600519,299.7834258000,303.2507222800,297.7419334800,300.9985998000,2767432,1027592800.0000,0.220302,0.459641,2
2017-03-14,sh.600519,300.9985998000,302.8618666000,298.3981274400,299.3378620000,2041649,756359632.0000,0.162526,-0.551740,2
2017-03-15,sh.600519,299.3378620000,303.9150174000,298.9409051600,303.5342628800,2515526,935994832.0000,0.200249,1.401893,2
2017-03-16,sh.600519,305.0572809600,306.4668828000,302.0112448000,303.6071733200,2502260,938231440.0000,0.199193,0.024020,2
2017-03-17,sh.600519,302.2542796000,311.4490962000,302.2542796000,306.6127036800,3470026,1315336848.0000,0.276232,0.989946,2
2017-03-20,sh.600519,308.2491380000,313.2799583600,306.9367500800,313.0369235600,3154594,1209603920.0000,0.251122,2.095221,2
2017-03-21,sh.600519,313.1503398000,321.2109940000,313.1098340000,319.1938051600,4846096,1901883744.0000,0.385775,1.966824,2
2017-03-22,sh.600519,316.3746014800,319.6717736000,311.8946600000,319.5745596800,4553271,1775217760.0000,0.362464,0.119287,2
2017-03-23,sh.600519,317.5897754800,319.1776028400,313.1908456000,315.7751156400,3450481,1345058752.0000,0.274677,-1.188908,2
2017-03-24,sh.600519,317.8247091200,318.5538135200,311.8946600000,313.3690711200,3328772,1292313392.0000,0.264988,-0.761949,2
2017-03-27,sh.600519,312.7290794800,315.3457541600,306.5397932400,306.8881431200,5369028,2054742976.0000,0.427403,-2.068145,2
2017-03-28,sh.600519,307.8035742000,308.7757134000,305.1382925600,308.0547101600,4118717,1558258560.0000,0.327872,0.380128,2
2017-03-29,sh.600519,308.6622971600,312.5427528000,307.7630684000,310.8010034000,3729967,1429610960.0000,0.296925,0.891491,2
2017-03-30,sh.600519,310.2744280000,313.4257792400,309.9503816000,312.8181922400,3161299,1216016528.0000,0.251656,0.649034,2
2017-03-31,sh.600519,312.8667992000,314.3250080000,311.2303648800,312.9964177600,2447422,945503280.0000,0.194828,0.056967,2
2017-04-05,sh.600519,312.4293365600,319.9877188400,311.8946600000,315.6698005600,4078998,1594997312.0000,0.324710,0.854130,2
2017-04-06,sh.600519,315.1432251600,318.3755880000,313.2151490800,317.4925615600,2885720,1125204240.0000,0.229719,0.577426,2
2017-04-07,sh.600519,318.3674868400,319.1857040000,315.6211936000,318.2702729200,2409723,945589200.0000,0.191827,0.244952,2
2017-04-10,sh.600519,319.1857040000,319.1857040000,314.3250080000,315.2971472000,2886948,1126296272.0000,0.229816,-0.934147,2
2017-04-11,sh.600519,314.3655138000,316.5123212000,308.3301496000,312.1295936400,4353072,1679537552.0000,0.346528,-1.004626,2
2017-04-12,sh.600519,312.1295936400,316.7553560000,311.7326368000,316.1315666800,2700291,1049245584.0000,0.214957,1.282152,2
2017-04-13,sh.600519,316.5771304800,322.9041364400,316.3583991600,322.7421132400,4564835,1805008864.0000,0.363385,2.091075,2
2017-04-14,sh.600519,323.5846338800,323.9491860800,319.9958200000,320.3603722000,2364656,938378992.0000,0.188239,-0.737971,2
2017-04-17,sh.600519,316.7553560000,322.6530004800,314.7705718000,320.6358116400,2879371,1136763712.0000,0.229213,0.085977,2
2017-04-18,sh.600519,319.6717736000,329.3526598000,319.6717736000,327.8134394000,4958100,1987661264.0000,0.394691,2.238557,2
2017-04-19,sh.600519,326.4767480000,331.4184556000,326.3633317600,328.6964658400,3755011,1521983648.0000,0.298919,0.269368,2
2017-04-20,sh.600519,328.9800064400,340.5970698800,328.9800064400,336.4492759600,5045768,2091241456.0000,0.401670,2.358655,2
2017-04-21,sh.600519,336.1981400000,336.6842096000,324.0464000000,324.4757614800,4933292,2015062640.0000,0.392716,-3.558787,2
2017-04-24,sh.600519,324.5486719200,328.0969800000,315.1351240000,322.8717318000,5003797,1986424992.0000,0.398329,-0.494348,2
2017-04-25,sh.600519,327.9349568000,340.3864397200,327.9349568000,339.3494912400,7619271,3143136336.0000,0.606534,5.103507,2
2017-04-26,sh.600519,339.3170866000,347.2805268800,334.5860091600,338.5960833600,5662412,2384125120.0000,0.450758,-0.222021,2
2017-04-27,sh.600519,336.6275014800,341.8446485200,332.4959098800,341.4152870400,2824071,1180494896.0000,0.224811,0.832618,2
2017-04-28,sh.600519,341.8608508400,342.6790680000,332.0665484000,334.9667636800,4950587,2052093808.0000,0.394093,-1.888760,2
2017-05-02,sh.600519,333.4437456000,336.1981400000,331.4832648800,333.8326012800,2329168,960137248.0000,0.185414,-0.338595,2
2017-05-03,sh.600519,332.9576760000,338.3530485600,332.9576760000,338.3125427600,2026791,842560352.0000,0.161343,1.341972,2
2017-05-04,sh.600519,335.8983970800,339.0173436800,335.8983970800,337.0082560000,2670915,1111200112.0000,0.212619,-0.385524,2
2017-05-05,sh.600519,337.1702792000,342.5008424800,336.2791516000,337.1621780400,3743711,1566063424.0000,0.298019,0.045674,2
2017-05-08,sh.600519,337.1540768800,337.8183720000,327.8701475200,328.4858356800,4072165,1671035536.0000,0.324166,-2.573342,2
2017-05-09,sh.600519,327.6433150400,332.0503460800,322.4261680000,331.1430161600,5280192,2126236512.0000,0.420331,0.808917,2
2017-05-10,sh.600519,330.8513744000,335.7444750400,329.7334143200,332.2204704400,2603938,1070652720.0000,0.207287,0.325371,2
2017-05-11,sh.600519,330.8513744000,335.9551052000,329.3202551600,333.8974105600,3046764,1254053008.0000,0.242539,0.504769,2
2017-05-12,sh.600519,335.0558764400,336.4411748000,332.1556611600,334.9586625200,2233742,921621376.0000,0.177818,0.317837,2
2017-05-15,sh.600519,334.6751219200,340.5322606000,334.6751219200,339.8841678000,3344735,1398908208.0000,0.266259,1.470478,2
2017-05-16,sh.600519,339.9246736000,349.3382215200,338.8391181600,348.4470939200,5016490,2145037952.0000,0.399339,2.519368,2
2017-05-17,sh.600519,347.5397640000,348.5038020400,344.2020860800,345.5954856000,2751521,1174696176.0000,0.219036,-0.818374,2
2017-05-18,sh.600519,344.3398058000,348.9169612000,344.3074011600,347.9772266400,2430080,1040535488.0000,0.193447,0.689171,2
2017-05-19,sh.600519,348.0015301200,357.9092488000,348.0015301200,357.1153351200,3831083,1672948416.0000,0.304975,2.626065,2
2017-05-22,sh.600519,355.6733286400,361.3198371600,353.3725992000,357.8930464800,3532149,1560087952.0000,0.281178,0.217774,2
2017-05-23,sh.600519,358.2738010000,368.1734185200,358.2738010000,367.9546872000,4845439,2178738032.0000,0.385723,2.811357,2
2017-05-24,sh.600519,366.9015364000,369.8017516800,361.3117360000,364.8114371200,4022618,1812513088.0000,0.320222,-0.854250,2
2017-05-25,sh.600519,363.5071503600,366.9501433600,362.5269100000,365.0382696000,2889842,1299628592.0000,0.230047,0.062178,2
2017-05-26,sh.600519,365.2164951200,369.0888496000,362.9319680000,366.1076227200,2738664,1237323136.0000,0.218012,0.292944,2
2017-05-31,sh.600519,364.5522000000,364.9572580000,356.5401527600,358.8327810400,4431225,1968887168.0000,0.352749,-1.987080,2
2017-06-01,sh.600519,358.4763300000,364.5116942000,357.2692571600,363.9689164800,4060478,1808305712.0000,0.323236,1.431344,2
2017-06-02,sh.600519,364.5522000000,365.3218102000,360.9876896000,362.3729879600,2178526,974893312.0000,0.173422,-0.438480,2
2017-06-05,sh.600519,362.9643726400,363.7420840000,358.3548126000,360.0236515600,1924120,854876928.0000,0.153170,-0.648319,2
2017-06-06,sh.600519,360.4773165200,363.7420840000,359.8535272000,363.5962631200,2040244,912438704.0000,0.162414,0.992328,2
2017-06-07,sh.600519,363.8392979200,372.6533600000,363.8392979200,372.1429869200,3883430,1774212480.0000,0.309142,2.350605,2
2017-06-08,sh.600519,373.7227131200,376.2178704000,371.4381860000,376.1449599600,2895111,1338443408.0000,0.230466,1.075386,2
2017-06-09,sh.600519,376.0882518400,381.4026128000,375.0837080000,377.3034258400,3143076,1467836832.0000,0.250206,0.307982,2
2017-06-12,sh.600519,378.3241720000,385.1615510400,376.7039400000,383.0876540800,3510916,1654502000.0000,0.279488,1.533047,2
2017-06-13,sh.600519,383.2253738000,384.4000420000,378.3241720000,383.2172726400,2423798,1141536368.0000,0.192947,0.033836,2
